2019-06-14 11:32:16 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:53:12 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:53:17 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:53:17 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 10:53:22 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 10:53:22 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:53:26 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:53:26 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 10:53:26 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 10:53:28 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 10:53:28 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 10:53:28 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 10:54:38 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:54:38 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 10:54:38 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:54:38 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:54:38 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 10:54:38 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:54:38 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:54:38 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 10:54:38 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:54:38 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 10:54:38 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:54:38 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 10:54:38 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 10:54:38 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 10:54:39 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:54:39 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 10:54:39 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 10:54:40 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 10:54:43 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 10:54:43 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 10:54:45 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 10:54:45 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 10:54:45 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 10:54:46 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 10:54:46 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 10:54:46 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 10:54:46 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 10:54:46 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 10:54:46 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 10:54:46 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-16 10:54:46 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:54:46 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:54:46 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 10:54:46 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 10:54:46 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 10:54:46 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 10:54:46 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 10:54:47 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 10:54:49 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 10:54:49 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 10:54:49 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 10:54:49 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:54:50 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:54:50 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 10:54:50 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 10:54:50 [root] [ERROR] :40: 获取text失败，返回空字符串 
2019-09-16 11:15:11 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 11:15:11 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:15:11 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 11:15:11 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 11:15:11 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:15:11 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 11:15:11 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 11:15:11 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:15:11 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 11:15:11 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 11:15:11 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 11:15:12 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 11:15:12 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:15:12 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 11:15:12 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 11:15:12 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 11:15:13 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 11:15:13 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 11:15:13 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 11:15:13 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 11:15:13 [root] [INFO] :20: 获取到文本：首页
2019-09-16 11:15:16 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 11:15:16 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 11:15:18 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 11:15:18 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 11:15:18 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 11:15:19 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 11:15:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 11:15:19 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 11:15:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 11:15:19 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 11:15:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 11:15:19 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-16 11:15:19 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 11:15:20 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 11:15:20 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 11:15:20 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 11:15:20 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 11:15:20 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 11:15:20 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 11:15:20 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 11:15:22 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 11:15:22 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 11:15:22 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 11:20:49 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 11:20:55 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 11:20:55 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 11:20:55 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 11:20:55 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:20:55 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 11:20:55 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 11:20:55 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 11:20:55 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 11:20:55 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 11:20:55 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:20:55 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 11:20:55 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 11:20:57 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 11:20:57 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 11:20:57 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 11:20:57 [root] [INFO] :20: 获取到文本：首页
2019-09-16 11:21:02 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 11:21:02 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 11:21:02 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 11:21:02 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:21:02 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 11:21:02 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 11:21:02 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 11:21:02 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 11:21:02 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 11:21:02 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 11:21:02 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 11:21:02 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 11:21:04 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 11:21:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 11:21:07 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 11:21:09 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 11:21:09 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 11:21:09 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 11:21:10 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 11:21:10 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 11:21:10 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 11:21:10 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 11:21:10 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 11:21:10 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 11:21:10 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-16 11:21:10 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 11:21:10 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 11:21:10 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 11:21:10 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 11:21:10 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 11:21:10 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 11:21:10 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 11:21:11 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 11:21:13 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 11:21:13 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 11:21:13 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 14:00:06 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 14:00:06 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 14:00:07 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 14:00:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:00:07 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 14:00:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 14:00:07 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 14:00:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 14:00:07 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 14:00:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:00:07 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 14:00:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 14:00:08 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 14:00:08 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 14:00:08 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 14:00:08 [root] [INFO] :20: 获取到文本：首页
2019-09-16 14:08:15 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 14:08:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 14:08:15 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 14:08:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:08:15 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 14:08:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 14:08:15 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 14:08:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 14:08:16 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 14:08:16 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:08:16 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 14:08:16 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 14:08:16 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 14:08:16 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 14:08:16 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 14:08:16 [root] [INFO] :20: 获取到文本：首页
2019-09-16 14:31:04 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 14:31:04 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 14:31:04 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 14:31:04 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:31:04 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 14:31:04 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 14:31:04 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 14:31:04 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 14:31:04 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 14:31:04 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:31:04 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 14:31:04 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 14:31:05 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 14:31:05 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 14:31:05 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 14:31:05 [root] [INFO] :20: 获取到文本：首页
2019-09-16 14:44:09 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 14:44:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 14:44:09 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 14:44:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:44:09 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 14:44:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 14:44:09 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 14:44:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 14:44:09 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 14:44:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 14:44:09 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 14:44:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 14:44:10 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 14:44:10 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 14:44:10 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 14:44:10 [root] [INFO] :20: 获取到文本：首页
2019-09-16 15:10:38 [root] [INFO] :20: new browser driver 
2019-09-16 15:10:39 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 15:10:39 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 15:10:39 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 15:10:39 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 15:10:39 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 15:10:39 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 15:10:39 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 15:10:39 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 15:10:39 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 15:10:39 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 15:10:39 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 15:10:39 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 15:10:40 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 15:10:40 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 15:10:40 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 15:10:40 [root] [INFO] :20: 获取到文本：首页
2019-09-16 15:12:05 [root] [INFO] :20: new browser driver 
2019-09-16 15:12:05 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 15:12:05 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 15:12:05 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 15:12:05 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 15:12:05 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 15:12:05 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 15:12:06 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 15:12:06 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 15:12:06 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 15:12:06 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 15:12:06 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 15:12:06 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 15:12:07 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 15:12:07 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 15:12:07 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 15:12:07 [root] [INFO] :20: 获取到文本：首页
